hotel,is_canceled,stays_in_weekend_nights,stays_in_week_nights,adr
City Hotel,0,0,1,118
City Hotel,0,2,2,170
City Hotel,0,2,3,117.9
City Hotel,0,0,2,114.3
City Hotel,0,1,2,159
City Hotel,0,0,2,152.1
City Hotel,0,1,2,191
City Hotel,0,1,2,113.64
City Hotel,0,0,1,116
City Hotel,0,0,1,125.1
City Hotel,0,1,2,76.5
City Hotel,0,0,2,90
City Hotel,0,0,2,133
City Hotel,0,0,2,161.1
City Hotel,0,2,2,117.9
City Hotel,0,2,2,120.15
City Hotel,0,0,1,146.7
City Hotel,0,1,2,134.1
City Hotel,0,0,2,177.5
City Hotel,0,2,3,114.3
City Hotel,0,0,1,150
City Hotel,0,0,1,127
City Hotel,0,2,3,82.45
City Hotel,0,2,6,99.45
City Hotel,0,0,2,143
City Hotel,0,1,2,63.75
City Hotel,0,0,1,118
City Hotel,0,0,1,128
City Hotel,0,0,2,91.59
City Hotel,0,0,1,130
City Hotel,0,0,1,138
City Hotel,0,0,2,225
City Hotel,0,2,3,143.1
City Hotel,0,0,1,137
City Hotel,0,2,2,130.05
City Hotel,0,2,2,187
City Hotel,0,0,1,150
City Hotel,0,0,1,140
City Hotel,0,2,4,120.7
City Hotel,0,0,2,150.5
City Hotel,0,0,2,103.5
City Hotel,0,0,2,94.5
City Hotel,0,0,1,78.41
City Hotel,0,0,1,138
City Hotel,0,1,3,112.2
City Hotel,0,0,2,135
City Hotel,0,2,6,99.68
City Hotel,0,2,3,145.85
City Hotel,0,0,1,168.3
City Hotel,0,2,3,145.85
City Hotel,0,0,1,109
City Hotel,0,0,1,106.54
City Hotel,0,0,1,97.54
City Hotel,0,0,2,190.8
City Hotel,0,0,2,181.8
City Hotel,0,0,2,151.2
City Hotel,0,0,2,123.3
City Hotel,0,0,2,67
City Hotel,0,1,0,67
City Hotel,0,0,1,67
City Hotel,0,1,0,67
City Hotel,0,0,1,67
City Hotel,0,1,1,67
City Hotel,0,0,2,67
City Hotel,0,0,1,67
City Hotel,0,2,3,106.25
City Hotel,0,0,2,133.2
City Hotel,0,0,3,94.5
City Hotel,0,2,3,134.52
City Hotel,0,0,2,142.2
City Hotel,0,0,2,114.3
City Hotel,0,1,3,125.55
City Hotel,0,0,3,181
City Hotel,0,0,3,146
City Hotel,0,1,3,105.83
City Hotel,0,1,3,105.83
City Hotel,0,1,3,90.95
City Hotel,0,0,3,242
City Hotel,0,0,3,215.18
City Hotel,0,1,3,90.95
City Hotel,0,0,2,149
City Hotel,0,0,3,114.5
City Hotel,0,0,1,96.3
City Hotel,0,0,3,114.5
City Hotel,0,0,2,165
City Hotel,0,0,1,90.9
City Hotel,0,2,5,151
City Hotel,0,4,10,220
City Hotel,0,1,3,152.1
City Hotel,0,0,3,135.9
City Hotel,0,1,3,135.9
City Hotel,0,0,3,106
City Hotel,0,2,4,145.2
City Hotel,0,1,3,182.83
City Hotel,0,0,3,177.3
City Hotel,0,0,3,72.25
City Hotel,0,0,3,235.95
City Hotel,0,2,3,158.4
City Hotel,0,0,2,214.75
City Hotel,0,2,3,242
City Hotel,0,1,3,99.45
City Hotel,0,1,3,131.4
City Hotel,0,2,3,166
City Hotel,0,0,1,140
City Hotel,0,2,3,115.25
City Hotel,0,2,3,115.25
City Hotel,0,2,3,106.25
City Hotel,0,0,1,158.95
City Hotel,0,2,5,122.76
City Hotel,0,0,1,127.6
City Hotel,0,0,1,127.6
City Hotel,0,1,4,126
City Hotel,0,0,4,112.2
City Hotel,0,0,4,90.95
City Hotel,0,0,4,90.95
City Hotel,0,0,2,97.54
City Hotel,0,0,2,212.86
City Hotel,0,0,3,87.99
City Hotel,0,0,1,220
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,1,125.1
City Hotel,0,0,4,168.3
City Hotel,0,0,2,90
City Hotel,0,2,4,135.9
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,3,125.1
City Hotel,0,2,4,114.33
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,2,5,109.66
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,1,4,106.75
City Hotel,0,1,4,97.75
City Hotel,0,0,2,115
City Hotel,0,0,3,116.78
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,1,186.3
City Hotel,0,0,2,90
City Hotel,0,0,1,186.3
City Hotel,0,0,3,108.3
City Hotel,0,0,2,115
City Hotel,0,0,1,240
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,1,154
City Hotel,0,0,2,113.4
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,0
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,90
City Hotel,0,0,1,118.15
City Hotel,0,0,2,115
City Hotel,0,0,1,141.1
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,94.5
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,2,6,106.89
City Hotel,0,0,1,140
City Hotel,0,0,2,90
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,2,115
City Hotel,0,0,3,124.67
City Hotel,0,2,5,143.86
City Hotel,0,0,1,122.43
City Hotel,0,0,1,149.4
City Hotel,0,0,1,150.3
City Hotel,0,2,5,159.3
City Hotel,0,0,4,32.85
City Hotel,0,0,1,131.4
City Hotel,0,0,3,72.25
City Hotel,0,0,0,0
City Hotel,0,0,3,108.3
City Hotel,0,0,1,168.3
City Hotel,0,2,5,105.52
City Hotel,0,0,4,159.3
City Hotel,0,0,1,107.03
City Hotel,0,0,1,96.33
City Hotel,0,0,2,118.8
City Hotel,0,0,3,168.3
City Hotel,0,0,1,130
City Hotel,0,0,1,130
City Hotel,0,0,1,130
City Hotel,0,0,1,130
City Hotel,0,0,1,130
City Hotel,0,0,2,148
City Hotel,0,0,2,286.2
City Hotel,0,0,4,103.7
City Hotel,0,2,5,144.13
City Hotel,0,0,1,129
City Hotel,0,0,2,148
City Hotel,0,0,3,198.3
City Hotel,0,0,5,124.2
City Hotel,0,0,5,124.2
City Hotel,0,0,5,124.2
City Hotel,0,0,1,139
City Hotel,0,0,3,144.9
City Hotel,0,2,5,120.82
City Hotel,0,0,1,165
City Hotel,0,0,3,112
City Hotel,0,0,1,130
City Hotel,0,0,2,228.6
City Hotel,0,0,1,128
City Hotel,0,1,5,177.3
City Hotel,0,2,5,95.13
City Hotel,0,0,3,156
City Hotel,0,0,2,187.5
City Hotel,0,2,5,92.16
City Hotel,0,0,3,135.9
City Hotel,0,2,6,72.25
City Hotel,0,0,1,139
City Hotel,0,0,2,150.3
City Hotel,0,0,1,125
City Hotel,0,0,1,125
City Hotel,0,0,1,139
City Hotel,0,0,4,152.1
City Hotel,0,0,1,105.3
City Hotel,0,1,5,158.95
City Hotel,0,1,5,135.9
City Hotel,0,0,1,94.5
City Hotel,0,0,1,138
City Hotel,0,0,5,187.5
City Hotel,0,0,1,140
City Hotel,0,0,1,151
City Hotel,0,0,1,79
City Hotel,0,0,1,159
City Hotel,0,0,2,148
City Hotel,0,0,5,134.1
City Hotel,0,0,1,157
City Hotel,0,0,1,92.17
City Hotel,0,0,3,112
City Hotel,0,0,1,97.54
City Hotel,0,0,1,97.54
City Hotel,0,0,3,178.33
City Hotel,0,0,1,109.65
City Hotel,0,0,1,130
City Hotel,0,0,2,150.3
City Hotel,0,0,2,128.5
City Hotel,0,0,1,207.9
City Hotel,0,2,5,127.62
City Hotel,0,1,5,242
City Hotel,0,0,2,133
City Hotel,0,2,5,240.3
City Hotel,0,0,1,131
City Hotel,0,0,1,125
City Hotel,0,1,1,139
City Hotel,0,1,1,94.5
City Hotel,0,1,1,94.5
City Hotel,0,1,2,240.3
City Hotel,0,2,5,72.25
City Hotel,0,1,0,155.25
City Hotel,0,1,2,152.1
City Hotel,0,1,2,119.7
City Hotel,0,2,5,125.1
City Hotel,0,1,0,75
City Hotel,0,1,1,73
City Hotel,0,1,1,96
City Hotel,0,1,1,177.3
City Hotel,0,1,0,152
City Hotel,0,1,1,126.9
City Hotel,0,1,3,80.5
City Hotel,0,1,0,207.9
City Hotel,0,1,1,139.2
City Hotel,0,1,1,96
City Hotel,0,1,1,96
City Hotel,0,1,1,96
City Hotel,0,1,1,139.2
City Hotel,0,1,1,96
City Hotel,0,1,0,164
City Hotel,0,1,0,146.7
City Hotel,0,1,5,53.4
City Hotel,0,1,5,178.2
City Hotel,0,1,3,99.45
City Hotel,0,1,4,141.3
City Hotel,0,1,4,122.4
City Hotel,0,1,3,99.45
City Hotel,0,2,5,72.25
City Hotel,0,1,2,91.5
City Hotel,0,2,5,67.42
City Hotel,0,1,0,205.38
City Hotel,0,1,1,128
City Hotel,0,2,5,82.08
City Hotel,0,1,0,145
City Hotel,0,1,4,91.43
City Hotel,0,1,1,134.1
City Hotel,0,1,1,134.1
City Hotel,0,1,0,94.5
City Hotel,0,1,0,121.5
City Hotel,0,1,4,135.9
City Hotel,0,1,1,117.8
City Hotel,0,1,0,129
City Hotel,0,1,0,121.5
City Hotel,0,1,2,115.68
City Hotel,0,1,1,216.9
City Hotel,0,1,2,283.67
City Hotel,0,1,2,149.4
City Hotel,0,1,1,135.65
City Hotel,0,1,1,135.65
City Hotel,0,1,4,104.17
City Hotel,0,1,1,139
City Hotel,0,1,1,141
City Hotel,0,1,2,117.3
City Hotel,0,1,2,145
City Hotel,0,1,1,139
City Hotel,0,1,1,96.6
City Hotel,0,3,8,149
City Hotel,0,1,2,156.9
City Hotel,0,1,4,122.4
City Hotel,0,1,2,115.68
City Hotel,0,2,5,72.25
City Hotel,0,2,1,94.95
City Hotel,0,2,3,77.89
City Hotel,0,2,5,82.45
City Hotel,0,2,2,139.95
City Hotel,0,2,1,109.83
City Hotel,0,2,0,99
City Hotel,0,2,1,85
City Hotel,0,1,0,112.5
City Hotel,0,2,2,78.42
City Hotel,0,2,3,92.87
City Hotel,0,2,0,150.3
City Hotel,0,2,5,100.66
City Hotel,0,2,0,105.3
City Hotel,0,2,3,177.3
City Hotel,0,2,1,109.83
City Hotel,0,2,0,90.95
City Hotel,0,2,2,167.35
City Hotel,0,2,2,96.9
City Hotel,0,1,0,63.75
City Hotel,0,2,1,159.3
City Hotel,0,2,0,112.5
City Hotel,0,2,0,117.9
City Hotel,0,2,2,63.75
City Hotel,0,2,2,132.18
City Hotel,0,2,0,126.9
City Hotel,0,2,0,159.3
City Hotel,0,2,1,152.1
City Hotel,0,2,0,161.1
City Hotel,0,2,1,127.1
City Hotel,0,1,0,137.7
City Hotel,0,2,5,63.11
City Hotel,0,2,0,168.3
City Hotel,0,1,0,114.3
City Hotel,0,2,2,151
City Hotel,0,2,3,139.5
City Hotel,0,2,3,120.6
City Hotel,0,2,1,186.3
City Hotel,0,2,2,132.18
City Hotel,0,2,5,82.45
City Hotel,0,2,0,148
City Hotel,0,2,0,134.1
City Hotel,0,2,0,90.95
City Hotel,0,2,1,141.9
City Hotel,0,2,2,99.88
City Hotel,0,2,0,107.1
City Hotel,0,2,1,94.95
City Hotel,0,2,2,151
City Hotel,0,0,0,0
City Hotel,0,2,0,112.5
City Hotel,0,2,1,162.3
City Hotel,0,2,2,96.9
City Hotel,0,2,1,119.7
City Hotel,0,0,1,128
City Hotel,0,2,2,72.25
City Hotel,0,2,1,103.5
City Hotel,0,2,1,103.5
City Hotel,0,2,1,103.5
City Hotel,0,2,1,103.5
City Hotel,0,1,1,153.4
City Hotel,0,1,1,96.9
City Hotel,0,2,1,118.15
City Hotel,0,2,4,72.25
City Hotel,0,0,1,139
City Hotel,0,2,1,137.52
City Hotel,0,1,1,100
City Hotel,0,2,2,89.25
City Hotel,0,2,1,107.1
City Hotel,0,2,2,107.5
City Hotel,0,1,1,100
City Hotel,0,1,1,100
City Hotel,0,1,1,100
City Hotel,0,1,1,100
City Hotel,0,1,1,100
City Hotel,0,2,1,82.45
City Hotel,0,2,2,72.25
City Hotel,0,2,1,139
City Hotel,0,2,3,78
City Hotel,0,2,3,194.8
City Hotel,0,1,1,67
City Hotel,0,0,2,65
City Hotel,0,0,2,65
City Hotel,0,2,2,168.3
City Hotel,0,2,2,181
City Hotel,0,2,3,78
City Hotel,0,2,3,78
City Hotel,0,2,2,120.12
City Hotel,0,2,3,78
City Hotel,0,1,1,100
City Hotel,0,1,1,100
City Hotel,0,1,1,100
City Hotel,0,2,1,200
City Hotel,0,2,1,134.1
City Hotel,0,2,3,70
City Hotel,0,0,1,139
City Hotel,0,2,2,105.3
City Hotel,0,1,1,137.7
City Hotel,0,2,2,105.3
City Hotel,0,1,1,137.7
City Hotel,0,1,1,105.3
City Hotel,0,2,3,135.9
City Hotel,0,2,1,114.5
City Hotel,0,2,1,134.37
City Hotel,0,2,3,217.6
City Hotel,0,0,1,198.9
City Hotel,0,2,4,82.44
City Hotel,0,2,1,72.25
City Hotel,0,2,1,129
City Hotel,0,2,5,112.2
City Hotel,0,1,1,128
City Hotel,0,2,1,135.9
City Hotel,0,2,5,112.2
City Hotel,0,0,1,140
City Hotel,0,2,3,217.6
City Hotel,0,1,1,96.9
City Hotel,0,2,1,72.25
City Hotel,0,1,1,150.3
City Hotel,0,1,0,159.3
City Hotel,0,1,1,144.9
City Hotel,0,0,1,159
City Hotel,0,2,2,140.4
City Hotel,0,1,1,138
City Hotel,0,2,2,89.25
City Hotel,0,2,1,175
City Hotel,0,2,2,99.87
City Hotel,0,0,1,225
City Hotel,0,2,3,149.4
City Hotel,0,2,1,96.9
City Hotel,0,2,1,119.7
City Hotel,0,2,1,103.5
City Hotel,0,1,1,184.45
City Hotel,0,2,1,119.35
City Hotel,0,1,1,137.7
City Hotel,0,2,2,116.73
City Hotel,0,2,5,112.2
City Hotel,0,2,5,112.2
City Hotel,0,2,3,114.75
City Hotel,0,2,2,117.9
City Hotel,0,2,4,210.6
City Hotel,0,2,7,134.58
City Hotel,0,2,2,90.95
City Hotel,0,2,7,168.3
City Hotel,0,0,1,129
City Hotel,0,0,1,129
City Hotel,0,1,2,137.7
City Hotel,0,0,1,81.19
City Hotel,0,1,2,125.1
City Hotel,0,0,1,198
City Hotel,0,0,2,94.5
City Hotel,0,2,2,127.8
City Hotel,0,0,1,146.5
City Hotel,0,0,1,119
City Hotel,0,1,2,94.56
City Hotel,0,0,1,65
City Hotel,0,1,2,77.62
City Hotel,0,2,2,139.05
City Hotel,0,1,2,110.46
City Hotel,0,0,1,228
City Hotel,0,0,2,142.2
City Hotel,0,0,1,137
City Hotel,0,1,2,147.72
City Hotel,0,1,2,152.1
City Hotel,0,0,2,127.15
City Hotel,0,1,2,114.5
City Hotel,0,2,4,201.6
City Hotel,0,0,2,121.5
City Hotel,0,0,2,157
City Hotel,0,2,5,86.7
City Hotel,0,0,2,137
City Hotel,0,0,1,155.25
City Hotel,0,1,2,192.3
City Hotel,0,2,2,128
City Hotel,0,2,2,160
City Hotel,0,0,1,177.3
City Hotel,0,0,1,114.3
City Hotel,0,2,3,65.6
City Hotel,0,0,1,73.07
City Hotel,0,2,3,65.6
City Hotel,0,0,1,0
City Hotel,0,0,1,129
City Hotel,0,0,1,188
City Hotel,0,2,3,125.1
City Hotel,0,2,4,139.2
City Hotel,0,0,2,137.7
City Hotel,0,1,2,146.7
City Hotel,0,0,1,129
City Hotel,0,0,1,136.44
City Hotel,0,0,1,112.88
City Hotel,0,0,2,95.65
City Hotel,0,0,2,158.4
City Hotel,0,0,1,119
City Hotel,0,2,4,155.83
City Hotel,0,1,2,156
City Hotel,0,2,4,165.3
City Hotel,0,0,1,128.7
City Hotel,0,1,3,103.05
City Hotel,0,2,3,110.4
City Hotel,0,2,3,82.4
City Hotel,0,2,6,100.51
City Hotel,0,1,3,135.45
City Hotel,0,1,3,135.45
City Hotel,0,0,3,67
City Hotel,0,0,3,67
City Hotel,0,1,1,65
City Hotel,0,0,3,67
City Hotel,0,0,3,65
City Hotel,1,0,2,65
City Hotel,0,0,3,65
City Hotel,0,0,2,65
City Hotel,0,1,3,67
City Hotel,0,0,2,65
City Hotel,0,0,3,65
City Hotel,0,0,3,65
City Hotel,0,0,3,65
City Hotel,0,0,3,65
City Hotel,0,0,3,65
City Hotel,0,2,0,65
City Hotel,0,0,3,65
City Hotel,0,0,3,67
City Hotel,0,0,3,65
City Hotel,0,0,3,65
City Hotel,0,0,3,0
City Hotel,0,0,3,95
City Hotel,0,1,3,72.25
City Hotel,0,1,3,72.25
City Hotel,0,0,3,143.7
City Hotel,0,1,3,89.25
City Hotel,0,0,1,90
City Hotel,0,2,3,90.95
City Hotel,0,0,2,85.5
City Hotel,0,2,3,117
City Hotel,0,2,5,147.25
City Hotel,0,2,3,90.95
City Hotel,0,0,2,145.8
City Hotel,0,0,2,95.4
City Hotel,0,0,2,109.8
City Hotel,0,0,2,100.8
City Hotel,0,0,1,179
City Hotel,0,0,1,155
City Hotel,0,0,1,85.5
City Hotel,0,0,3,182.95
City Hotel,0,0,1,149
City Hotel,0,0,1,149
City Hotel,0,1,3,72.25
City Hotel,0,0,2,100.8
City Hotel,0,1,3,127.93
City Hotel,0,2,3,75.27
City Hotel,0,2,3,75.27
City Hotel,0,0,1,225.4
City Hotel,0,0,3,77.03
City Hotel,0,0,1,180.9
City Hotel,0,1,3,106
City Hotel,0,0,2,99.33
City Hotel,0,0,3,222
City Hotel,0,1,3,72.25
City Hotel,0,1,3,230
City Hotel,0,1,3,85
City Hotel,0,1,3,85
City Hotel,0,1,3,142.92
City Hotel,0,1,3,98.56
City Hotel,0,2,3,95.79
City Hotel,0,0,2,100.8
City Hotel,0,2,3,95.79
City Hotel,0,0,2,109.8
City Hotel,0,0,2,164
City Hotel,0,0,3,102.3
City Hotel,0,0,3,102.3
City Hotel,0,0,2,164
City Hotel,0,0,1,90.95
City Hotel,0,2,4,129.99
City Hotel,0,1,3,122.22
City Hotel,0,2,3,85
City Hotel,0,2,3,106.75
City Hotel,0,1,3,109.25
City Hotel,0,0,2,280
City Hotel,0,0,1,92.98
City Hotel,0,2,3,70.04
City Hotel,0,2,3,70.04
City Hotel,0,0,0,0
City Hotel,0,2,5,109.77
City Hotel,0,0,3,207.9
City Hotel,0,2,5,116.23
City Hotel,0,1,4,160.16
City Hotel,0,1,4,105.33
City Hotel,0,2,5,102.73
City Hotel,0,0,3,72.25
City Hotel,0,0,3,145.1
City Hotel,0,0,3,177.3
City Hotel,0,0,3,72.25
City Hotel,0,0,4,90
City Hotel,0,0,3,121.13
City Hotel,0,1,4,121.55
City Hotel,0,0,4,99.45
City Hotel,0,0,3,99.3
City Hotel,0,0,3,108.3
City Hotel,0,0,3,99.3
City Hotel,0,0,3,99.3
City Hotel,0,0,2,128.7
City Hotel,0,1,4,152.1
City Hotel,0,0,3,108.3
City Hotel,0,0,2,118.8
City Hotel,0,0,2,109.8
City Hotel,0,0,2,137.7
City Hotel,0,0,3,232
City Hotel,0,0,1,139
City Hotel,0,2,5,99.45
City Hotel,0,0,1,164
City Hotel,0,0,1,112.5
City Hotel,0,0,3,165
City Hotel,0,0,1,72.25
City Hotel,0,0,3,227.15
City Hotel,0,0,1,128.7
City Hotel,0,0,1,85.5
City Hotel,0,0,2,142.2
City Hotel,0,0,3,125.67
City Hotel,0,0,3,168.3
City Hotel,0,0,1,85.5
City Hotel,0,1,4,155
City Hotel,0,0,4,82.88
City Hotel,0,0,1,168.3
City Hotel,0,0,5,149.4
City Hotel,0,0,5,149.4
City Hotel,0,0,4,93.08
City Hotel,0,1,5,72.42
City Hotel,0,0,1,109.8
City Hotel,0,0,1,109.8
City Hotel,0,1,5,165.3
City Hotel,0,0,1,99.1
City Hotel,0,0,3,121.5
City Hotel,0,0,4,187.5
City Hotel,0,0,5,168.3
City Hotel,0,0,2,137
City Hotel,0,0,3,100
City Hotel,0,0,4,92.65
City Hotel,0,0,3,100
City Hotel,0,0,3,90
City Hotel,0,0,3,100
City Hotel,0,0,3,90
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,3,94.5
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,4,123.68
City Hotel,0,0,2,72.25
City Hotel,0,0,3,96.3
City Hotel,0,0,3,100
City Hotel,0,0,3,112
City Hotel,0,0,3,100
City Hotel,0,0,2,96.3
City Hotel,0,0,3,100
City Hotel,0,0,3,0
City Hotel,0,0,3,100
City Hotel,0,0,2,72.25
City Hotel,0,0,3,100
City Hotel,0,0,3,90
City Hotel,0,0,2,143.07
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,2,72.25
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,5,131.4
City Hotel,0,0,2,90.9
City Hotel,0,0,5,108.65
City Hotel,0,0,2,90.9
City Hotel,0,0,4,149.4
City Hotel,0,0,4,168.3
City Hotel,0,0,3,131.4
City Hotel,0,0,5,162.15
City Hotel,0,0,2,90.9
City Hotel,0,0,3,90
City Hotel,0,0,3,90
City Hotel,0,0,3,100
City Hotel,0,0,3,100
City Hotel,0,0,2,149
City Hotel,0,0,3,72.25
City Hotel,0,0,4,82.88
City Hotel,0,0,4,93.08
City Hotel,0,0,2,90.9
City Hotel,0,0,1,140
City Hotel,0,0,2,129
City Hotel,0,0,2,169
City Hotel,0,2,6,92.01
City Hotel,0,0,3,137.52
City Hotel,0,0,2,72.25
City Hotel,0,0,3,109.8
City Hotel,0,0,3,137.7
City Hotel,0,0,2,90.9
City Hotel,0,2,5,205.38
City Hotel,0,0,3,198.9
City Hotel,0,0,3,100
City Hotel,0,0,4,85
City Hotel,0,1,5,99.46
City Hotel,0,0,4,92.65
City Hotel,0,0,1,137.7
City Hotel,0,1,1,134
City Hotel,0,1,2,90.9
City Hotel,0,1,2,96.3
City Hotel,0,1,2,124.67
City Hotel,0,1,0,109
City Hotel,0,1,1,90
City Hotel,0,1,0,100
City Hotel,0,1,0,112.5
City Hotel,0,1,3,128.7
City Hotel,0,1,2,174
City Hotel,0,1,3,161.78
City Hotel,0,1,2,85.5
City Hotel,0,1,3,158.95
City Hotel,0,1,2,155.6
City Hotel,0,1,2,96.76
City Hotel,0,1,0,109.8
City Hotel,0,1,0,112
City Hotel,0,1,0,135.9
City Hotel,0,1,4,76.72
City Hotel,0,1,2,150.8
City Hotel,0,1,2,195
City Hotel,0,1,1,88.77
City Hotel,0,1,1,88.77
City Hotel,0,1,3,90.95
City Hotel,0,1,2,72.25
City Hotel,0,1,2,72.25
City Hotel,0,1,0,149
City Hotel,0,1,1,131.4
City Hotel,0,1,1,150.3
City Hotel,0,1,3,150.3
City Hotel,0,1,2,73.65
City Hotel,0,1,5,179.25
City Hotel,0,1,1,149
City Hotel,0,1,5,163.95
City Hotel,0,1,2,117.9
City Hotel,0,1,2,137.7
City Hotel,0,1,5,112.8
City Hotel,0,1,3,110.8
City Hotel,0,1,3,112.45
City Hotel,0,3,5,81.26
City Hotel,0,3,5,105.9
City Hotel,0,3,5,72.26
City Hotel,0,1,4,87.3
City Hotel,0,1,5,123.25
City Hotel,0,1,5,123.25
City Hotel,0,1,0,109.8
City Hotel,0,1,1,168.3
City Hotel,0,1,0,99
City Hotel,0,1,0,99
City Hotel,0,2,5,82.45
City Hotel,0,1,4,90.1
City Hotel,0,1,2,136.67
City Hotel,0,1,0,99
City Hotel,0,2,5,96.12
City Hotel,0,1,0,139
City Hotel,0,1,0,80
City Hotel,0,2,5,68.8
City Hotel,0,1,4,90.1
City Hotel,0,1,4,76.71
City Hotel,0,1,2,140.7
City Hotel,0,1,4,97.75
City Hotel,0,1,0,99
City Hotel,0,1,2,127.5
City Hotel,0,1,3,90.95
City Hotel,0,1,1,228
City Hotel,0,1,2,147.73
City Hotel,0,2,5,107.87
City Hotel,0,2,5,90.95
City Hotel,0,2,3,103.7
City Hotel,0,2,1,96.3
City Hotel,0,2,2,95.2
City Hotel,0,2,0,103.05
City Hotel,0,2,5,98.87
City Hotel,0,4,5,162.5
City Hotel,0,4,5,96.9
City Hotel,0,2,2,157.28
City Hotel,0,2,0,85.5
City Hotel,0,2,2,68
City Hotel,0,1,0,85
City Hotel,0,1,0,85
City Hotel,0,2,2,134
City Hotel,0,2,5,152.87
City Hotel,0,1,0,112.5
City Hotel,0,2,1,96.3
City Hotel,0,2,1,128.7
City Hotel,0,2,3,176.42
City Hotel,0,2,5,97.02
City Hotel,0,2,3,184.26
City Hotel,0,2,5,112.32
City Hotel,0,1,0,119
City Hotel,0,2,2,162
City Hotel,0,2,0,120.5
City Hotel,0,2,3,84.82
City Hotel,0,2,3,84.82
City Hotel,0,2,3,140.58
City Hotel,0,2,2,150.3
City Hotel,0,2,0,149
City Hotel,0,2,5,129.6
City Hotel,0,1,0,128.7
City Hotel,0,2,5,96.9
City Hotel,0,2,5,96.9
City Hotel,0,2,0,111.6
City Hotel,0,2,1,109.8
City Hotel,0,2,0,127
City Hotel,0,2,3,126.65
City Hotel,0,2,1,85.5
City Hotel,0,2,0,130
City Hotel,0,2,3,90.95
City Hotel,0,2,4,117.26
City Hotel,0,2,3,72.25
City Hotel,0,2,2,96.3
City Hotel,0,2,2,134
City Hotel,0,2,2,82.18
City Hotel,0,2,1,114.92
City Hotel,0,2,0,96.3
City Hotel,0,3,5,72.76
City Hotel,0,2,1,63.75
City Hotel,0,2,0,67
City Hotel,0,0,1,65
City Hotel,0,0,2,67
City Hotel,0,2,0,67
City Hotel,0,1,0,67
City Hotel,0,0,1,67
City Hotel,0,0,1,65
City Hotel,0,0,2,67
City Hotel,0,0,3,67
City Hotel,0,0,2,65
City Hotel,0,2,1,153.6
City Hotel,0,2,2,143
City Hotel,0,4,6,72.25
City Hotel,0,1,0,99
City Hotel,0,2,0,85.5
City Hotel,0,1,0,184
City Hotel,0,1,0,164
City Hotel,0,2,5,98.87
City Hotel,0,1,0,75
City Hotel,0,2,2,96.3
City Hotel,0,2,2,131.4
City Hotel,0,4,6,72.25
City Hotel,0,2,5,86.28
City Hotel,0,2,3,90.95
City Hotel,0,2,2,82.18
City Hotel,0,2,0,82.45
City Hotel,0,0,1,93.5
City Hotel,0,2,2,143
City Hotel,0,2,2,72.25
City Hotel,0,2,2,106.25
City Hotel,0,2,2,167.66
City Hotel,0,2,2,83.83
City Hotel,0,2,1,113
City Hotel,0,1,1,72.25
City Hotel,0,2,1,85
City Hotel,0,3,6,128.92
City Hotel,0,0,1,85.24
City Hotel,0,2,1,228
City Hotel,0,1,1,181.19
City Hotel,0,1,1,116.1
City Hotel,0,2,1,106.5
City Hotel,0,2,1,101.7
City Hotel,0,2,3,101.73
City Hotel,0,2,1,218.7
City Hotel,0,2,2,90.95
City Hotel,0,1,1,80
City Hotel,0,1,1,80
